unit,time,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,kmeans_cluster,agglo_cluster,kmeans_stage,agglo_stage,pca_1,pca_2,tsne_1,tsne_2
10,271,-0.0015,0.0002,100.0,0.2552693208430696,0.3542767664905106,0.3078003120124783,0.6875,0.1752873563218386,0.6235294117645935,0.1203494014881911,0.3333333333333357,0.240000000000002,0.1416199694345365,0.6071428571428896,0.1585372242887786,0.5159343312409455,0.2727272727272734,0.4642857142857117,0.545690694869652,4,1,Stage 4,Stage 1,-0.29383393502399524,-0.2637438687738465,-41.4564,-56.682236
10,272,-0.0011,0.0005,100.0,0.3887587822013927,0.3609316891759668,0.2641185647425885,0.625,0.125,0.5941176470587379,0.1363405277995966,0.3333333333333357,0.148571428571433,0.114111054508406,0.5595238095238528,0.1681772934457939,0.5634958957025589,0.3636363636363668,0.4404761904761862,0.4031913906670397,4,1,Stage 4,Stage 1,-0.3742359370641266,-0.1785954101011471,-44.436375,-73.2083
10,273,-0.0018,0.0003,100.0,0.2060889929742302,0.3832452534742643,0.1669266770670816,0.625,0.1082375478927204,0.5941176470587379,0.170726071081944,0.3333333333333357,0.1885714285714321,0.1130922058074368,0.5833333333332575,0.1569654738827424,0.5468372766779339,0.1818181818181798,0.3928571428571388,0.426477409778272,4,1,Stage 4,Stage 1,-0.45699731497092244,-0.2895103180186926,-65.559814,-43.165752
10,274,0.0016,0.0005,100.0,0.2365339578454381,0.3411626541397545,0.2374414976599048,0.625,0.1364942528735646,0.5764705882352246,0.1440125710588304,0.3333333333333357,0.1600000000000001,0.1146204788588889,0.5714285714286689,0.1692251270498204,0.5890873973925643,0.3636363636363668,0.4107142857142811,0.4691529826514511,4,1,Stage 4,Stage 1,-0.39782785999345416,-0.2346988966934438,-49.323803,-71.43532
10,275,0.0007,0.0005,100.0,0.1896955503512742,0.3930319044822887,0.2577223088923546,0.625,0.1139846743295009,0.6117647058822513,0.152840042519756,0.3333333333333357,0.1714285714285743,0.1049414161996971,0.6071428571428896,0.1980929428406739,0.5963302752293593,0.2727272727272734,0.630952380952376,0.4749976806753864,4,1,Stage 4,Stage 1,-0.35190183825140164,-0.3135787029139387,-55.186245,-54.06296
10,276,-0.0002,-0.0003,100.0,0.3114754098360492,0.3157173615188888,0.3461778471138856,0.625,0.1355363984674369,0.5823529411763957,0.1225678236354355,0.3333333333333357,0.1657142857142872,0.1339786041772797,0.6130952380954113,0.1606328914968244,0.5970545630130388,0.1818181818181798,0.4166666666666607,0.4637721495500493,4,1,Stage 4,Stage 1,-0.40490192171829065,-0.23624659844803542,-73.59285,-39.528076
10,277,-0.0043,0.0,100.0,0.2552693208430696,0.4000782932080646,0.2399375975038999,0.625,0.1139846743295009,0.6117647058822513,0.1657808383787014,0.3333333333333357,0.2742857142857176,0.1283749363219541,0.5773809523811906,0.2068423534342685,0.5548044422984084,0.3636363636363668,0.4880952380952372,0.4560719918359801,4,1,Stage 4,Stage 1,-0.30925355528200926,-0.19731140531362967,-50.276375,-71.6954
10,278,0.0002,-0.0002,100.0,0.3466042154566935,0.4006654922685477,0.2787831513260528,0.625,0.1345785440613021,0.599999999999909,0.1398530295327447,0.3333333333333357,0.1371428571428588,0.1558838512480918,0.5952380952380736,0.1816943469377037,0.5709802028005768,0.2727272727272734,0.4464285714285694,0.5569162259949891,4,1,Stage 4,Stage 1,-0.33099017544352216,-0.263746374297892,-55.086967,-62.93671
10,279,0.0004,0.0001,100.0,0.2763466042154334,0.3998825601879048,0.3603744149766008,0.625,0.1446360153256698,0.6058823529410802,0.1645791930489437,0.3333333333333357,0.2114285714285735,0.1553744268976089,0.6071428571428896,0.1617331167810505,0.4758570738773571,0.2727272727272734,0.3630952380952372,0.4532888023007722,4,1,Stage 4,Stage 1,-0.31216334485001906,-0.1955055118515736,-55.43541,-71.25985
10,280,-0.0008,0.0,100.0,0.2248243559718901,0.2113916617733409,0.2255850234009351,0.625,0.161877394636015,0.5764705882352246,0.1584323150159434,0.3333333333333357,0.2514285714285762,0.1553744268976089,0.5952380952380736,0.1874050400796321,0.4466441332689541,0.2727272727272734,0.4999999999999964,0.4984692457556363,4,1,Stage 4,Stage 1,-0.3293923860553839,-0.3681342783895273,-53.28821,-70.12669
10,281,-0.0016,0.0001,100.0,0.3512880562061014,0.3174789587003346,0.2836193447737898,0.625,0.1422413793103452,0.5764705882352246,0.1509913573970465,0.3333333333333357,0.2457142857142855,0.1497707590422834,0.5773809523811906,0.1712160108974671,0.5596330275229349,0.3636363636363668,0.4880952380952372,0.4674830689303277,4,1,Stage 4,Stage 1,-0.3053316050172096,-0.20391074333479253,-53.9276,-72.32448
10,282,-0.0001,0.0001,100.0,0.2201405152224822,0.4075161479741602,0.3199687987519475,0.625,0.0972222222222214,0.5588235294117112,0.2003974673013786,0.3333333333333357,0.2228571428571442,0.1079979623025977,0.5714285714286689,0.1792843296484463,0.6632061805890856,0.2727272727272734,0.3749999999999964,0.3779571388811611,4,1,Stage 4,Stage 1,-0.4293696027070071,-0.11981052865555397,-53.328453,-59.538002
10,283,-0.0026,0.0003,100.0,0.2693208430913216,0.4034057545507963,0.3205928237129463,0.625,0.1652298850574673,0.5941176470587379,0.1121689698202175,0.3333333333333357,0.1371428571428588,0.1441670911869579,0.5952380952380736,0.1711112275370609,0.5535972959922759,0.3636363636363668,0.4761904761904745,0.4479079691993703,4,1,Stage 4,Stage 1,-0.32140900606419764,-0.2275463362525364,-49.151043,-71.80463
10,284,-0.0009,0.0002,100.0,0.2388758782201421,0.3767860638089644,0.2631825273010939,0.625,0.1187739463601538,0.6117647058822513,0.1371262189767534,0.3333333333333357,0.1942857142857157,0.1406011207335709,0.6190476190474783,0.1661340179179546,0.5919845485272823,0.3636363636363668,0.4702380952380913,0.5067260413767514,4,1,Stage 4,Stage 1,-0.33378025196883265,-0.2292870432478088,-49.782234,-71.4921
10,285,-0.0007,0.0004,100.0,0.1545667447306584,0.4360931689175942,0.3054602184087365,0.625,0.1374521072796923,0.6058823529410802,0.1263114110089134,0.3333333333333357,0.2285714285714313,0.1283749363219541,0.5654761904763745,0.1718447110598759,0.5154514727184925,0.3636363636363668,0.4761904761904745,0.4814917895908728,4,1,Stage 4,Stage 1,-0.3108635474560477,-0.23651132093270016,-50.51584,-71.565994
10,286,0.0038,-0.0004,100.0,0.2365339578454381,0.2830299471520838,0.2725429017160685,0.625,0.1058429118773958,0.599999999999909,0.170633636825805,0.3333333333333357,0.3371428571428616,0.1253183902190535,0.625,0.1728401529837029,0.5644616127474649,0.3636363636363668,0.4583333333333286,0.636237127748398,4,1,Stage 4,Stage 1,-0.2836416473562413,-0.23478027985327699,-50.252796,-70.324326
10,287,-0.0001,-0.0002,100.0,0.3419203747072572,0.3830495204541009,0.1953198127925119,0.625,0.1211685823754784,0.6117647058822513,0.1530249110320269,0.3333333333333357,0.1657142857142872,0.1192052980132452,0.5892857142857792,0.1486351967307584,0.5007242877836795,0.1818181818181798,0.4821428571428541,0.4613600519528731,4,1,Stage 4,Stage 1,-0.38927514924692586,-0.3121897978253923,-65.03239,-43.467705
10,288,0.001,0.0004,100.0,0.105386416861819,0.3174789587003346,0.2631825273010939,0.625,0.1259578544061312,0.5941176470587379,0.09964412811388,0.3333333333333357,0.1942857142857157,0.0927152317880803,0.5833333333332575,0.1788128045266361,0.5704973442781274,0.2727272727272734,0.5416666666666643,0.5395676778921974,4,1,Stage 4,Stage 1,-0.39584601749432824,-0.3500019795465058,-56.022015,-53.98185
10,289,-0.0037,-0.0004,100.0,0.3044496487119374,0.3143472303777628,0.2904836193447728,0.5625,0.117816091954026,0.6176470588234224,0.1472477700235686,0.3333333333333357,0.1771428571428579,0.0871115639327548,0.5535714285715585,0.1815895635772975,0.5338000965717029,0.2727272727272734,0.3749999999999964,0.562482605065405,4,1,Stage 4,Stage 1,-0.38665900602362335,-0.26314499745834413,-54.803333,-71.54966
10,290,0.0028,0.0004,100.0,0.2037470725995263,0.3597572910550042,0.2683307332293303,0.625,0.1666666666666678,0.647058823529278,0.1202107501039861,0.3333333333333357,0.2285714285714313,0.1706571574121227,0.6130952380954113,0.168910776968616,0.5045871559633035,0.2727272727272734,0.4583333333333286,0.5090453659894223,4,1,Stage 4,Stage 1,-0.30267540079044153,-0.29843151495288284,-56.136917,-71.20398
10,291,0.0008,0.0004,100.0,0.3325526932084131,0.434331571736152,0.2973478939157559,0.625,0.1283524904214523,0.5823529411763957,0.1910153903036402,0.3333333333333357,0.3085714285714296,0.1186958736627623,0.5952380952380736,0.167915335044789,0.5859488169966198,0.2727272727272734,0.4226190476190474,0.5892012246033964,4,1,Stage 4,Stage 1,-0.2875669854562044,-0.17406682570602106,-54.78995,-68.27174
10,292,0.0002,0.0004,100.0,0.1686182669789104,0.3411626541397545,0.2207488299531981,0.625,0.1163793103448256,0.5941176470587379,0.1452604335166611,0.3333333333333357,0.1314285714285752,0.1518084564442183,0.5833333333332575,0.1744119033897391,0.5890873973925643,0.1818181818181798,0.4464285714285694,0.5262083681232035,4,1,Stage 4,Stage 1,-0.4348254326443366,-0.35945416726693324,-69.55778,-43.42879
10,293,-0.0,0.0002,100.0,0.2388758782201421,0.2679585045997257,0.1843993759750404,0.625,0.1422413793103452,0.599999999999909,0.1575079724545887,0.3333333333333357,0.2628571428571433,0.1319409067753447,0.625,0.1950018337088011,0.5193143408981165,0.3636363636363668,0.4702380952380913,0.495407737266909,4,1,Stage 4,Stage 1,-0.32669650371079373,-0.2816901592882706,-45.757587,-69.405266
10,294,-0.0002,0.0002,100.0,0.3208430913348934,0.3266784106478759,0.3060842433697353,0.625,0.1810344827586192,0.6352941176469358,0.149281323658549,0.3333333333333357,0.2971428571428589,0.1645440652063179,0.6428571428573377,0.1827421805417302,0.4915499758570725,0.1818181818181798,0.4583333333333286,0.5105297337415351,4,1,Stage 4,Stage 1,-0.2696298858850853,-0.26760954274580806,-58.725327,-70.60174
10,295,0.002,-0.0001,100.0,0.2201405152224822,0.4826776277157982,0.3113884555382213,0.5625,0.1192528735632194,0.5941176470587379,0.1363867449276696,0.3333333333333357,0.2057142857142864,0.0896586856851726,0.5952380952380736,0.158484832608579,0.5007242877836795,0.1818181818181798,0.3988095238095219,0.4443825957881095,4,1,Stage 4,Stage 1,-0.38765452139351453,-0.2367797496587955,-56.435097,-69.5428
10,296,-0.0002,-0.0002,100.0,0.3302107728337091,0.2986885887649251,0.3032761310452407,0.625,0.1302681992337184,0.599999999999909,0.1131395295096311,0.3333333333333357,0.240000000000002,0.1507896077432491,0.5833333333332575,0.1669722848011687,0.5352486721390655,0.2727272727272734,0.4166666666666607,0.4674830689303277,4,1,Stage 4,Stage 1,-0.3517349366733544,-0.21938386795561127,-54.611656,-72.00307
10,297,-0.003,0.0005,100.0,0.2622950819672098,0.338422391857506,0.3728549141965693,0.625,0.152777777777775,0.5764705882352246,0.1657346212506354,0.3333333333333357,0.2514285714285762,0.1248089658685707,0.5952380952380736,0.1744642950699386,0.5284886528247235,0.2727272727272734,0.4226190476190474,0.5207347620372964,4,1,Stage 4,Stage 1,-0.31250505534865936,-0.21772034557868858,-55.60213,-71.45432
10,298,0.0017,0.0003,100.0,0.1826697892271624,0.3000587199060511,0.2282371294851799,0.625,0.1690613026819925,0.6235294117645935,0.1687849517031026,0.3333333333333357,0.3257142857142874,0.154865002547119,0.5773809523811906,0.170744485775657,0.5719459198454864,0.2727272727272734,0.3214285714285694,0.4384451247796654,4,1,Stage 4,Stage 1,-0.37093017351404467,-0.20289965792350262,-58.95642,-69.46857
10,299,-0.0004,-0.0002,100.0,0.1850117096018664,0.3648463495791745,0.2137285491419653,0.5625,0.1254789272030656,0.5941176470587379,0.1358321393908639,0.3333333333333357,0.3142857142857167,0.1227712684666286,0.5892857142857792,0.1831613139833408,0.5929502655721883,0.2727272727272734,0.4702380952380913,0.4263846367937667,4,1,Stage 4,Stage 1,-0.3743370940342765,-0.23535981892630192,-56.66633,-69.89491
10,300,0.0028,-0.0,100.0,0.0725995316159071,0.3701311411235082,0.2104524180967217,0.625,0.1594827586206904,0.6235294117645935,0.1575079724545887,0.3333333333333357,0.2685714285714304,0.2052980132450308,0.5952380952380736,0.1899198407292885,0.5589087397392589,0.2727272727272734,0.5357142857142847,0.4097782725670278,4,1,Stage 4,Stage 1,-0.32499946852198147,-0.31991527390459984,-49.203796,-62.098385
10,301,0.0009,-0.0002,100.0,0.2459016393442539,0.4711293795263245,0.2619344773790928,0.5625,0.1484674329501913,0.6235294117645935,0.1344918426768941,0.3333333333333357,0.3142857142857167,0.1558838512480918,0.5595238095238528,0.179074762927641,0.5212457749879285,0.1818181818181798,0.452380952380949,0.4078300398923851,4,1,Stage 4,Stage 1,-0.32488923632460764,-0.22861986565732595,-56.71989,-69.80667
10,302,0.0024,0.0005,100.0,0.2248243559718901,0.3364650616559039,0.3291731669266795,0.5625,0.1690613026819925,0.5823529411763957,0.1419790174238571,0.3333333333333357,0.2342857142857184,0.1563932755985746,0.5892857142857792,0.1901817991302934,0.472718493481409,0.2727272727272734,0.4821428571428541,0.5174877075795514,4,1,Stage 4,Stage 1,-0.28877043687967685,-0.31224256606207107,-56.383873,-71.6082
10,303,0.0018,0.0004,100.0,0.379391100702577,0.3390095909179855,0.3157566302652093,0.5625,0.1470306513409944,0.599999999999909,0.138605167074914,0.3333333333333357,0.2571428571428598,0.1375445746306667,0.5892857142857792,0.1574893906847521,0.5236600676001935,0.2727272727272734,0.553571428571427,0.4160868355135001,4,1,Stage 4,Stage 1,-0.297918366598909,-0.23106157192722399,-54.148163,-72.47669
10,304,-0.0004,0.0,100.0,0.227166276346594,0.3437071834018397,0.3051482059282335,0.625,0.1206896551724128,0.6058823529410802,0.1290382215649117,0.3333333333333357,0.3542857142857194,0.1416199694345365,0.5654761904763745,0.1853617645517857,0.5567358763882204,0.1818181818181798,0.4345238095238066,0.5132201502922342,4,1,Stage 4,Stage 1,-0.3436032306179787,-0.2302760170050931,-58.645508,-69.74665
10,305,-0.0052,-0.0002,100.0,0.2552693208430696,0.6284987277353693,0.2890795631825256,0.5625,0.1685823754789268,0.6176470588234224,0.1593104404492322,0.3333333333333357,0.1600000000000001,0.1676006113092185,0.6011904761905953,0.1737832032273232,0.6074360212457748,0.1818181818181798,0.4999999999999964,0.4497634288895078,4,1,Stage 4,Stage 1,-0.3045287316921137,-0.2390595439029598,-55.97019,-68.2778
10,306,-0.0034,-0.0004,100.0,0.2482435597189578,0.4775885691916244,0.2177847113884539,0.5625,0.1594827586206904,0.5941176470587379,0.1805241022322903,0.3333333333333357,0.2342857142857184,0.1406011207335709,0.6011904761905953,0.1870906899984277,0.5697730564944479,0.2727272727272734,0.4107142857142811,0.5171166156415268,4,1,Stage 4,Stage 1,-0.3183775910935922,-0.2433222252514553,-56.21202,-68.97681
10,307,-0.001,-0.0004,100.0,0.2927400468384178,0.2961440595028399,0.3636505460218373,0.5625,0.1661877394636022,0.5882352941175668,0.1581087951194746,0.3333333333333357,0.1885714285714321,0.1630157921548658,0.6071428571428896,0.2178969979567213,0.5610816030902939,0.3636363636363668,0.4821428571428541,0.4217459875684213,4,1,Stage 4,Stage 1,-0.2956707819082657,-0.2162430665642825,-55.027634,-72.77316
10,308,-0.0015,0.0003,100.0,0.2341920374707342,0.4306126443531006,0.3711388455538191,0.5625,0.1676245210727955,0.6117647058822513,0.1509913573970465,0.3333333333333357,0.2171428571428606,0.1782985226693831,0.5952380952380736,0.1676533766437842,0.506518590053112,0.1818181818181798,0.5357142857142847,0.4256424529177103,4,1,Stage 4,Stage 1,-0.28930439898720517,-0.2854416814166367,-56.63852,-70.8581
10,309,-0.0022,-0.0002,100.0,0.1545667447306584,0.2648267762771574,0.2205928237129484,0.5625,0.1259578544061312,0.6176470588234224,0.1312104265840972,0.3333333333333357,0.1942857142857157,0.1512990320937355,0.5952380952380736,0.1870906899984277,0.5905359729599233,0.1818181818181798,0.3214285714285694,0.6039521291399943,4,1,Stage 4,Stage 1,-0.43653676785753215,-0.3509617955067157,-69.770065,-44.44404
10,310,0.0001,-0.0001,100.0,0.2693208430913216,0.3803092581718559,0.3739469578783136,0.625,0.1609195402298873,0.6352941176469358,0.163562416231457,0.3333333333333357,0.2857142857142882,0.1579215486500267,0.636904761904816,0.2136532718604229,0.5663930468372769,0.4545454545454532,0.4761904761904745,0.4741627238148282,4,2,Stage 4,Stage 2,-0.2053631421702422,-0.12356290535238501,-20.462425,-79.693504
10,311,0.001,0.0004,100.0,0.3091334894613453,0.3513407711880987,0.4205928237129477,0.5625,0.1666666666666678,0.5941176470587379,0.1592642233211663,0.3333333333333357,0.2000000000000028,0.162506367804383,0.5833333333332575,0.1953161837900126,0.5050700144857565,0.3636363636363668,0.5654761904761862,0.4134891919473062,4,1,Stage 4,Stage 1,-0.24137660911625725,-0.22058970133396977,-55.007317,-72.92643
10,312,0.0014,-0.0002,100.0,0.1896955503512742,0.3724799373654335,0.3330733229329183,0.5625,0.1417624521072831,0.6235294117645935,0.1604658686509239,0.3333333333333357,0.1885714285714321,0.1808456444218045,0.5714285714286689,0.2022318855765661,0.536455818445198,0.2727272727272734,0.4702380952380913,0.4372390759810756,4,1,Stage 4,Stage 1,-0.32506951028231357,-0.27322896386382317,-56.28963,-71.10254
10,313,0.0035,0.0004,100.0,0.241217798594846,0.347426110784891,0.2496099843993739,0.5625,0.1647509578544053,0.5941176470587379,0.1518232657022693,0.3333333333333357,0.2114285714285735,0.1640346408558315,0.625,0.1560748153193216,0.5816030902945428,0.1818181818181798,0.4047619047619015,0.5155394749049087,4,1,Stage 4,Stage 1,-0.3705315519242608,-0.3032548839266141,-57.540054,-69.584435
10,314,-0.0026,0.0003,100.0,0.1803278688524585,0.3824623213936178,0.3112324492979716,0.5625,0.1867816091954033,0.6117647058822513,0.1966538799279007,0.3333333333333357,0.302857142857146,0.1594498217014752,0.6190476190474783,0.2093047624037254,0.5502172863351049,0.2727272727272734,0.4464285714285694,0.499304202616198,4,1,Stage 4,Stage 1,-0.26608133558773894,-0.24438367176131343,-56.759827,-71.202774
10,315,-0.0014,0.0005,100.0,0.1592505854800947,0.4413779604619279,0.3157566302652093,0.5625,0.1532567049808406,0.5823529411763957,0.1472939871516416,0.3333333333333357,0.2685714285714304,0.1263372389200192,0.6011904761905953,0.2033845025409917,0.5115886045388685,0.2727272727272734,0.4821428571428541,0.4039335745430925,4,1,Stage 4,Stage 1,-0.316258643363846,-0.2348408596199188,-56.462036,-70.39009
10,316,0.0008,-0.0001,100.0,0.3067915690866414,0.5102759835584258,0.2889235569422759,0.5625,0.1585249042145555,0.6117647058822513,0.1334750658594075,0.3333333333333357,0.2742857142857176,0.1406011207335709,0.5833333333332575,0.1704825273746522,0.5767745050700164,0.3636363636363668,0.4464285714285694,0.3856572965952338,4,1,Stage 4,Stage 1,-0.2839735184294937,-0.11982325128664673,-56.27891,-69.56268
10,317,0.0015,-0.0004,100.0,0.2622950819672098,0.2935995302407512,0.2179407176287036,0.5625,0.1575670498084278,0.6235294117645935,0.1830660442760106,0.3333333333333357,0.4057142857142857,0.1635252165053486,0.625,0.2000838266883207,0.5557701593433109,0.0909090909090934,0.428571428571427,0.4672047499768084,4,1,Stage 4,Stage 1,-0.33648488957946765,-0.27193974570235746,-58.654976,-70.00016
10,318,0.0008,-0.0003,100.0,0.2693208430913216,0.4854178899980432,0.2940717628705158,0.5625,0.1436781609195421,0.599999999999909,0.1618061653648794,0.3333333333333357,0.3314285714285745,0.1451859398879271,0.5952380952380736,0.1700633939330416,0.5074843070980215,0.2727272727272734,0.428571428571427,0.4268485017163002,4,1,Stage 4,Stage 1,-0.27937973439207253,-0.16861172608502195,-56.574966,-69.76847
10,319,-0.0003,0.0,100.0,0.2224824355971861,0.2748091603053417,0.2918876755070201,0.5625,0.2159961685823752,0.6176470588234224,0.156583629893241,0.3333333333333357,0.2571428571428598,0.1691288843606742,0.5952380952380736,0.1824802221407182,0.4014968614196021,0.3636363636363668,0.4404761904761862,0.5206419890527911,4,1,Stage 4,Stage 1,-0.23725544107136964,-0.32314786121084016,-56.492523,-73.09075
10,320,-0.0012,-0.0002,100.0,0.241217798594846,0.3278528087688386,0.2141965678627144,0.5625,0.1628352490421463,0.5941176470587379,0.1250173314230238,0.3333333333333357,0.1314285714285752,0.1854304635761572,0.5952380952380736,0.2037512443024027,0.5036214389183975,0.1818181818181798,0.4761904761904745,0.3919658595417026,4,1,Stage 4,Stage 1,-0.393063112622014,-0.3703344862139132,-57.945538,-69.611534
10,321,-0.0004,0.0001,100.0,0.2786885245901374,0.2789195537287128,0.2851794071762867,0.5625,0.1470306513409944,0.5882352941175668,0.145491519156991,0.3333333333333357,0.2171428571428606,0.143657666836475,0.5892857142857792,0.217687431235916,0.6040560115886038,0.2727272727272734,0.4464285714285694,0.4389089897021989,4,1,Stage 4,Stage 1,-0.3724350546283469,-0.24314926013301696,-55.058353,-72.26944
10,322,-0.0014,0.0004,100.0,0.1311475409835907,0.3462517126639284,0.296255850234008,0.5625,0.139846743295017,0.5764705882352246,0.1485880667375312,0.3333333333333357,0.3085714285714296,0.1599592460519581,0.5773809523811906,0.1840519725467615,0.502897151134718,0.4545454545454532,0.4999999999999964,0.4715650802486344,4,1,Stage 4,Stage 1,-0.26407054968687793,-0.23730965616863142,-56.057465,-74.41586
10,323,-0.0014,-0.0003,100.0,0.1428571428571388,0.3734586024662398,0.2386895475819024,0.5625,0.174808429118773,0.6058823529410802,0.1656421869944964,0.3333333333333357,0.148571428571433,0.1563932755985746,0.5773809523811906,0.1920678996175411,0.483341380975375,0.3636363636363668,0.3928571428571388,0.4762965024584851,4,1,Stage 4,Stage 1,-0.3369725121734015,-0.312652653142675,-50.99711,-71.58454
10,324,-0.0007,-0.0003,100.0,0.196721311475386,0.2697201017811714,0.2831513260530407,0.5625,0.1772030651340976,0.6058823529410802,0.1575541895826546,0.3333333333333357,0.2914285714285753,0.1462047885888928,0.6071428571428896,0.1652957510347263,0.536938676967651,0.1818181818181798,0.3571428571428576,0.4217459875684213,4,1,Stage 4,Stage 1,-0.3849966693277074,-0.25984940442621685,-58.44113,-70.17203
10,325,-0.0001,-0.0002,100.0,0.1358313817329985,0.3247210804462739,0.3369734789391572,0.5625,0.1628352490421463,0.6352941176469358,0.1576004067107277,0.3333333333333357,0.2571428571428598,0.2063168619460036,0.6309523809522943,0.1966783674752434,0.5487687107677459,0.1818181818181798,0.4345238095238066,0.4704518044345498,4,1,Stage 4,Stage 1,-0.31916952760009176,-0.2989848915371057,-57.01764,-71.00023
10,326,-0.0026,-0.0003,100.0,0.3559718969555092,0.4045801526717554,0.2316692667706732,0.5,0.1570881226053622,0.6176470588234224,0.1538106022091767,0.3333333333333357,0.3428571428571452,0.1268466632705021,0.6071428571428896,0.1805417299732781,0.5893288266537908,0.2727272727272734,0.4404761904761862,0.3421467668614895,4,1,Stage 4,Stage 1,-0.3249131236700201,-0.140871525858017,-56.578873,-69.71832
10,327,0.0017,0.0001,100.0,0.3840749414519848,0.4447054218046595,0.3692667706708263,0.5625,0.1700191570881202,0.6117647058822513,0.1494661921708129,0.3333333333333357,0.2628571428571433,0.1777890983189003,0.6011904761905953,0.1744119033897391,0.5632544664413324,0.3636363636363668,0.4464285714285694,0.4743482697838388,4,1,Stage 4,Stage 1,-0.22145726937898047,-0.13145400757927628,-59.377155,-73.539894
10,328,-0.0036,0.0002,100.0,0.2014051522248223,0.2072812683499734,0.3095163806552286,0.5625,0.1772030651340976,0.6235294117645935,0.181633313305916,0.3333333333333357,0.302857142857146,0.1599592460519581,0.5892857142857792,0.2051658196678332,0.484548527281504,0.2727272727272734,0.4166666666666607,0.4942016884683191,4,1,Stage 4,Stage 1,-0.3046130670703039,-0.29386957357863763,-56.61283,-72.91442
10,329,-0.0027,-0.0,100.0,0.2599531615925059,0.3196320219221,0.258034321372854,0.5625,0.172892720306514,0.6117647058822513,0.1376808245135663,0.3333333333333357,0.2971428571428589,0.2322975038206856,0.6190476190474783,0.1940063917849812,0.478995654273298,0.1818181818181798,0.452380952380949,0.4307449670655927,4,1,Stage 4,Stage 1,-0.29186859927116693,-0.3084779390026927,-58.215893,-70.58013
10,330,-0.0024,-0.0004,100.0,0.334894613583117,0.4826776277157982,0.4759750390015576,0.5625,0.2145593869731819,0.6411764705881069,0.1624532051578242,0.3333333333333357,0.2914285714285753,0.1732042791645405,0.6309523809522943,0.2150678472258533,0.5173829068083045,0.3636363636363668,0.4345238095238066,0.492902866685224,4,1,Stage 4,Stage 1,-0.1382339401813475,-0.10587057487087492,-59.43841,-73.619865
10,331,-0.001,0.0,100.0,0.2622950819672098,0.4482286161675475,0.2876755070202819,0.5,0.1484674329501913,0.6058823529410802,0.1297314784859224,0.3333333333333357,0.0857142857142889,0.1854304635761572,0.6071428571428896,0.2270131503117269,0.5231772090777405,0.2727272727272734,0.5119047619047592,0.4896558122274825,4,1,Stage 4,Stage 1,-0.30627678193581187,-0.340184392028419,-55.604122,-70.424034
10,332,-0.0029,0.0005,100.0,0.2646370023419138,0.2638481111763546,0.2624024960998454,0.5,0.1772030651340976,0.5941176470587379,0.1460923418218769,0.3333333333333357,0.2342857142857184,0.1828833418237394,0.636904761904816,0.2126054382564035,0.4710284886528235,0.1818181818181798,0.3214285714285694,0.5244456814175713,4,1,Stage 4,Stage 1,-0.34204878799957694,-0.33321956479885395,-58.282013,-71.16035
10,333,-0.0003,-0.0003,100.0,0.3185011709601895,0.2928165981601118,0.3669266770670809,0.5,0.1446360153256698,0.599999999999909,0.1623607709016994,0.3333333333333357,0.2571428571428598,0.1512990320937355,0.5714285714286689,0.219416356682558,0.542250120714634,0.2727272727272734,0.4464285714285694,0.4640504685035758,4,1,Stage 4,Stage 1,-0.3078561023407185,-0.226382977512384,-57.212936,-72.45032
10,334,-0.0027,0.0001,100.0,0.2693208430913216,0.3131728322568037,0.2789391575663025,0.5,0.1532567049808406,0.5705882352940534,0.1821879188427217,0.3333333333333357,0.2114285714285735,0.1579215486500267,0.5654761904763745,0.1749882118719483,0.4666827619507501,0.1818181818181798,0.3988095238095219,0.4153446516374437,4,1,Stage 4,Stage 1,-0.37758631344441396,-0.3125444233875812,-58.14444,-70.683914
10,335,0.0036,0.0001,100.0,0.1686182669789104,0.4098649442160891,0.1990639625585011,0.5,0.1412835249042103,0.6176470588234224,0.1355548366224468,0.3333333333333357,0.1942857142857157,0.1355068772287282,0.6011904761905953,0.1894483156074784,0.5866731047802993,0.1818181818181798,0.452380952380949,0.4457741905557135,4,1,Stage 4,Stage 1,-0.40826504894362503,-0.3260166901894624,-57.213978,-69.338356
10,336,-0.002,-0.0001,100.0,0.2997658079625296,0.4678019181835999,0.1970358814352586,0.5,0.121647509578544,0.6117647058822513,0.1737301844063381,0.3333333333333357,0.3771428571428608,0.1716760061130919,0.5892857142857792,0.2141247969822401,0.3768710767745062,0.2727272727272734,0.4940476190476168,0.4738844048613053,4,1,Stage 4,Stage 1,-0.2169300532651468,-0.27540639726814836,-59.590668,-72.48819
10,337,0.0001,0.0005,100.0,0.2037470725995263,0.3920532393814824,0.4293291731669235,0.5,0.1791187739463602,0.6352941176469358,0.1641170217682628,0.3333333333333357,0.1942857142857157,0.18593988792664,0.5892857142857792,0.176507570597785,0.5362143891839679,0.2727272727272734,0.4880952380952372,0.5074682252528078,4,1,Stage 4,Stage 1,-0.25540601016519215,-0.27550425568683823,-56.66035,-71.7075
