unit,time,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,kmeans_cluster,agglo_cluster,kmeans_stage,agglo_stage,pca_1,pca_2,tsne_1,tsne_2
13,133,-0.0027,-0.0001,100.0,0.5903614457831168,0.5382603008502329,0.6688048615800106,1.0,0.4428341384863188,0.3939393939390356,0.2899578210535765,0.5892857142857153,0.4285714285714306,0.3235294117644116,0.3434306946021266,0.5021161985378981,0.4166666666666714,0.4573643410852668,0.4286108809721085,0,4,Stage 0,Stage 4,0.3938246677899827,0.1049182524233096,44.229927,23.057327
13,134,0.0008,0.0001,100.0,0.746987951807256,0.5439284935687851,0.6119176232275478,1.0,0.4927536231884062,0.4393939393939945,0.3451942923808673,0.547619047619051,0.5074626865671803,0.3235294117644116,0.3414181030034058,0.5090419392073926,0.5,0.3643410852713167,0.4413145539906082,0,4,Stage 0,Stage 4,0.424406595385332,0.1566523030643888,46.74563,26.482487
13,135,0.0001,-0.0001,100.0,0.533132530120497,0.4272945280139595,0.5997636731937881,1.0,0.3768115942029055,0.3484848484849863,0.3506237099524369,0.5416666666666679,0.4498933901918889,0.3676470588234224,0.3364124264629993,0.6883416698730329,0.4166666666666714,0.3565891472868223,0.368130350731839,0,0,Stage 0,Stage 0,0.4282940994944979,0.13138670750809783,47.374462,18.642921
13,136,0.0003,0.0003,100.0,0.611445783132524,0.609984739481142,0.5923362592842665,1.0,0.4444444444444428,0.3333333333330301,0.3345598133357299,0.5535714285714306,0.4541577825160061,0.3823529411761228,0.3692847559087653,0.5829165063485959,0.5833333333333357,0.271317829457363,0.3133112399889519,2,4,Stage 2,Stage 4,0.5263810655029274,0.19435673549554616,51.670513,29.391356
13,137,-0.0015,0.0001,100.0,0.5722891566265105,0.4737301068236377,0.6792707629979731,1.0,0.4814814814814809,0.2727272727270247,0.359822309970383,0.5119047619047628,0.5373134328358304,0.3823529411761228,0.3648467334090242,0.4609465178914931,0.5,0.3875968992248033,0.4936481634907466,0,4,Stage 0,Stage 4,0.30090786831273886,0.1903565703386929,38.34304,26.476616
13,138,0.0012,-0.0004,100.0,0.5180722891566063,0.4820143884892118,0.6492234976367328,1.0,0.4782608695652186,0.4545454545450411,0.3467647850668598,0.5595238095238102,0.4818763326226047,0.3823529411761228,0.378573640210547,0.6363986148518634,0.5,0.348837209302328,0.4759734879867423,0,4,Stage 0,Stage 4,0.4201172338513183,0.14581110477827763,50.976524,14.654815
13,139,0.0027,-0.0004,100.0,0.5813253012048278,0.5969042947460252,0.6374071573261304,1.0,0.428341384863117,0.378787878787989,0.3709952436507251,0.5892857142857153,0.4072494669509581,0.3676470588234224,0.3572092063164405,0.601000384763374,0.4166666666666714,0.3875968992248033,0.5382491024578826,0,0,Stage 0,Stage 0,0.4350816490385865,0.15961843039981932,41.5715,24.91963
13,140,0.0015,0.0002,100.0,0.6234939759036138,0.5940701983867456,0.7472991222147201,1.0,0.4814814814814809,0.2878787878789808,0.3588351431391956,0.601190476190478,0.3006396588486097,0.4117647058819784,0.3718133966353605,0.6321662177760743,0.5,0.550387596899224,0.3528030930682106,2,0,Stage 2,Stage 0,0.5365338393164328,0.18397910473667517,45.322807,28.054995
13,141,0.0038,-0.0001,100.0,0.5602409638554491,0.515587529976024,0.5292032410533416,1.0,0.3027375201288294,0.3484848484849863,0.3548416045948102,0.5416666666666679,0.3880597014925371,0.3676470588234224,0.3796573433790939,0.6864178530203944,0.4166666666666714,0.379844961240309,0.251173708920188,2,0,Stage 2,Stage 0,0.5088700859682669,0.16467518633163317,54.68865,28.58741
13,142,0.0004,-0.0002,100.0,0.6355421686747036,0.5343361674296929,0.7079675894665769,1.0,0.3929146537842172,0.3181818181819835,0.3838732836758538,0.5535714285714306,0.3944562899786632,0.3235294117644116,0.4098462173598918,0.6410157752981931,0.5833333333333357,0.3875968992248033,0.3777961888980918,2,0,Stage 2,Stage 0,0.5433057559735994,0.24719978948732446,49.075554,32.429695
13,143,0.0024,0.0003,100.0,0.4909638554216826,0.5955962502725072,0.6809588116137739,1.0,0.4879227053140056,0.3636363636360329,0.40868706811451,0.625,0.5095948827292176,0.3382352941175668,0.4070595520693558,0.8018468641785361,0.75,0.2558139534883707,0.4971002485501259,2,0,Stage 2,Stage 0,0.5676351336021691,0.2878945130189844,51.766468,36.122143
13,144,0.0027,0.0,100.0,0.5030120481927725,0.5365162415522207,0.7020594193112757,1.0,0.3075684380032157,0.4090909090909918,0.3834694426994574,0.4880952380952408,0.398720682302752,0.3382352941175668,0.4337392919805936,0.6806464024624859,0.5833333333333357,0.2868217054263517,0.3544600938967122,2,0,Stage 2,Stage 0,0.574894264039922,0.2317405227855781,48.619427,33.476925
13,145,0.0005,0.0002,100.0,0.5391566265060135,0.5127534336167443,0.6341998649561091,1.0,0.5120772946859802,0.4090909090909918,0.3960782554069837,0.5297619047619051,0.4840085287846563,0.3088235294117112,0.4292496645680685,0.7083493651404424,0.75,0.4418604651162781,0.3958851146092286,2,0,Stage 2,Stage 0,0.46870507091229097,0.2767659860118903,47.75385,37.23899
13,146,-0.0024,-0.0,100.0,0.7530120481928009,0.7120122084150893,0.7079675894665769,1.0,0.399355877616756,0.3484848484849863,0.4083729695773144,0.625,0.3901918976545744,0.3088235294117112,0.4137681907317585,0.603693728357058,0.5833333333333357,0.3875968992248033,0.323805578569452,2,0,Stage 2,Stage 0,0.656590672537296,0.28766950333322894,49.8151,37.09797
13,147,-0.0,0.0003,100.0,0.6084337349397799,0.6204490952692439,0.5872721134368675,1.0,0.3107890499194781,0.3939393939390356,0.4517634389302714,0.7023809523809526,0.4584221748400949,0.3676470588234224,0.4317267003818799,0.723355136590996,0.5,0.3953488372093012,0.4573322286661181,2,0,Stage 2,Stage 0,0.5812152929085365,0.2660040307542056,49.333225,34.191895
13,148,-0.0012,-0.0003,100.0,0.602409638554235,0.5478526269893251,0.6917623227548972,1.0,0.3478260869565162,0.4393939393939945,0.4402764067127336,0.6309523809523796,0.3304904051172741,0.3382352941175668,0.4206316441325199,0.6725663716814196,0.5833333333333357,0.3178294573643363,0.3881524440762192,2,0,Stage 2,Stage 0,0.6534574789156913,0.24585271629289895,51.99612,40.11175
13,149,0.0012,-0.0001,100.0,0.677710843373518,0.6934815783736639,0.6568197164078349,1.0,0.3623188405797037,0.3939393939390356,0.4627568877322119,0.7023809523809526,0.3176972281449792,0.3823529411761228,0.4391062029105157,0.7587533666794926,0.5,0.3875968992248033,0.2734051367025643,2,0,Stage 2,Stage 0,0.7469720135268243,0.2874038946176558,54.98086,41.71139
13,150,-0.0038,-0.0003,100.0,0.6566265060240823,0.6459559625027325,0.6682984469952729,1.0,0.3413848631239915,0.3333333333330301,0.4556223638158485,0.6904761904761898,0.4690831556503099,0.4117647058819784,0.4605222417174133,0.5409772989611454,0.5,0.5116279069767415,0.4602319801159851,2,0,Stage 2,Stage 0,0.5216387318773633,0.2901388185818418,45.574142,32.287792
13,151,0.002,-0.0002,100.0,0.7198795180723039,0.8288641813821656,0.7878122889939227,1.0,0.3429951690821298,0.378787878787989,0.46800682042538,0.5416666666666679,0.2878464818763149,0.3529411764702672,0.4956135824130427,0.6379376683339757,0.5833333333333357,0.4573643410852668,0.3458989229494627,2,0,Stage 2,Stage 0,0.7317854572810094,0.3569410385508379,55.47057,38.515213
13,152,0.0002,0.0004,100.0,0.7018072289156692,0.5838238500109014,0.6618838622552339,1.0,0.3220611916264033,0.3636363636360329,0.4481288701426891,0.6369047619047628,0.4968017057569227,0.3676470588234224,0.4777582825885034,0.6687187379761426,0.6666666666666714,0.3333333333333321,0.3256006628003298,2,0,Stage 2,Stage 0,0.6617247807652277,0.33237310974115253,49.58359,39.81454
13,153,-0.0008,-0.0001,100.0,0.7590361445783174,0.5960322650970156,0.6554692775151914,1.0,0.3896940418679548,0.3636363636360329,0.4824104819169008,0.5535714285714306,0.2665245202558708,0.4264705882351336,0.4838476622974568,0.6737206617929985,0.75,0.1317829457364325,0.3097210715272034,2,0,Stage 2,Stage 0,0.8067983140139985,0.3471963396865533,55.35205,46.89622
13,154,-0.0003,-0.0003,100.0,0.6084337349397799,0.6873773708306103,0.6193450371370695,1.0,0.3140096618357404,0.3939393939390356,0.4622633043166146,0.5654761904761898,0.3539445628997839,0.397058823529278,0.5142945608421954,0.806848787995385,0.6666666666666714,0.3255813953488378,0.3418945042805852,2,0,Stage 2,Stage 0,0.7252086911615476,0.34867828778393706,52.00095,42.079674
13,155,0.0046,0.0002,100.0,0.5632530120481931,0.6439938957924554,0.746286293045241,1.0,0.3397745571658674,0.3181818181819835,0.5058781297675665,0.7142857142857117,0.3731343283582191,0.3529411764702672,0.5439673856951188,0.653712966525589,0.6666666666666714,0.3023255813953476,0.2190002761668061,2,0,Stage 2,Stage 0,0.7581569579454637,0.4202947465808203,50.900852,47.192844
13,156,-0.0016,-0.0004,100.0,0.7530120481928009,0.6213211249182464,0.6291357191087101,1.0,0.3590982286634556,0.4090909090909918,0.5028717580543827,0.6071428571428577,0.3646055437100131,0.4117647058819784,0.5472701001135292,0.6691035013466688,0.5833333333333357,0.2635658914728651,0.2268710301021776,2,0,Stage 2,Stage 0,0.7539935858929865,0.38055167553693714,53.132828,43.875477
13,157,0.0004,0.0,100.0,0.6686746987951722,0.7373010682363201,0.8463875759621899,1.0,0.4138486312399294,0.3939393939390356,0.5169613210087078,0.7559523809523796,0.4093816631130096,0.3823529411761228,0.5550624419444716,0.6140823393612962,0.75,0.240310077519382,0.2086440209886788,2,0,Stage 2,Stage 0,0.8773569092676379,0.4450661202911841,50.516205,50.799503
13,158,-0.0024,0.0001,100.0,0.5903614457831168,0.8617833006322186,0.7687373396353792,1.0,0.3945249597423412,0.4090909090909918,0.4903078165664567,0.726190476190478,0.4371002132196224,0.4264705882351336,0.5626483641242643,0.7025779145825339,0.6666666666666714,0.3410852713178265,0.3414802540734598,2,0,Stage 2,Stage 0,0.7936368009193042,0.4159560313591947,50.727596,48.599148
13,159,-0.0008,-0.0004,100.0,0.6987951807228967,0.912143012862444,0.6179945982444259,1.0,0.2093397745571508,0.378787878787989,0.5611594723144577,0.75,0.3859275053304856,0.4705882352936896,0.583083909588197,0.881492881877648,0.6666666666666714,0.1085271317829459,0.3334714167357084,2,0,Stage 2,Stage 0,0.9997024509021406,0.4713572844777567,50.14737,58.052692
13,160,0.0011,0.0,100.0,0.7710843373494072,0.575103553520826,0.8014854827819029,1.0,0.2173913043478279,0.4090909090909918,0.5350892937270046,0.7083333333333321,0.2366737739871922,0.3676470588234224,0.5728145319434432,0.7156598691804561,0.75,0.271317829457363,0.4346865506766093,2,0,Stage 2,Stage 0,0.9097896552966831,0.4105869153958138,55.13815,48.61431
13,161,-0.003,-0.0001,100.0,0.6897590361445793,0.6795291039895375,0.8426738690074274,1.0,0.3220611916264033,0.3181818181819835,0.5494032127793247,0.8869047619047663,0.3347547974413629,0.4558823529409892,0.5692537929610921,0.7772220084647969,0.6666666666666714,0.2248062015503862,0.1716376691521652,2,0,Stage 2,Stage 0,1.0126424698737135,0.4494547770186036,53.01359,55.37975
13,162,-0.0011,0.0003,100.0,0.8012048192771033,0.7584477872247675,0.8322079675894649,1.0,0.2624798711755289,0.3939393939390356,0.5723772772144002,0.851190476190478,0.2963752665245209,0.397058823529278,0.6115182165342148,0.679492112350907,0.75,0.1627906976744171,0.2985363159348217,2,0,Stage 2,Stage 0,1.0580156483541263,0.49412649318477075,50.853447,56.055534
13,163,-0.0002,-0.0004,100.0,0.9186746987951722,0.8687595378242889,0.811444969615124,1.0,0.1835748792270521,0.378787878787989,0.5904603787130895,0.8154761904761898,0.2281449893390146,0.4117647058819784,0.5770461347920346,0.8572527895344422,0.75,0.3023255813953476,0.3243579121789572,2,0,Stage 2,Stage 0,1.1523354332993034,0.490983136518531,52.664505,56.85148
14,1,0.0031,0.0005,100.0,0.5030120481927725,0.3597122302158269,0.3541525995948689,1.0,0.4782608695652186,0.2878787878789808,0.165305573005476,0.3630952380952408,0.6204690831556547,0.3088235294117112,0.1931055836515582,0.5001923816852667,0.3333333333333357,0.5116279069767415,0.517122341894499,4,1,Stage 4,Stage 1,-0.03800223441997891,-0.05643300305756175,1.0834666,-33.615963
14,2,-0.0013,-0.0,100.0,0.5030120481927725,0.4310006540222417,0.4966239027684018,1.0,0.6441223832528209,0.3181818181819835,0.149600646145565,0.3452380952380949,0.5863539445629158,0.2794117647058556,0.2147796470223966,0.4617160446325528,0.4166666666666714,0.5968992248061973,0.6835128417564178,4,1,Stage 4,Stage 1,-0.08382154961958779,-0.03383873014520797,-12.908358,-20.29293
14,3,0.0012,0.0001,100.0,0.4096385542168832,0.3924133420536293,0.4243754220121545,1.0,0.5877616747181946,0.3030303030300274,0.1840617427981712,0.4523809523809525,0.6737739872068289,0.2352941176468448,0.2068324904530953,0.3509041939207407,0.4166666666666714,0.5891472868217029,0.4059652029825997,4,1,Stage 4,Stage 1,-0.07644578558402909,-0.002044126421423313,-8.568222,-2.2307792
14,4,-0.0004,0.0002,100.0,0.5933734939758892,0.4839764551994818,0.4380486158001346,1.0,0.573268921095007,0.3030303030300274,0.1578569505519169,0.4107142857142847,0.5287846481876244,0.3529411764702672,0.2004334812674173,0.4413235859946169,0.4166666666666714,0.5658914728682127,0.5048329190831211,0,1,Stage 0,Stage 1,0.06942864970323837,-0.046792452392508246,19.713514,-10.930324
14,5,-0.0001,-0.0001,100.0,0.3524096385542066,0.4248964464791811,0.4318028359216725,1.0,0.5990338164251341,0.3333333333330301,0.1619851027550964,0.4107142857142847,0.5031982942430631,0.3088235294117112,0.2185984105686884,0.5975375144286303,0.4166666666666714,0.7131782945736447,0.5864402098867671,4,1,Stage 4,Stage 1,-0.03863186949570918,-0.05066106343337416,-3.409328,-10.800535
14,6,-0.0016,0.0003,100.0,0.3644578313252964,0.3812949640287826,0.4100270087778526,1.0,0.6344605475040197,0.3636363636360329,0.170196535941848,0.2500000000000035,0.6332622601279212,0.3088235294117112,0.2465682732996228,0.3551365909965369,0.5,0.5968992248061973,0.6092239712786522,4,1,Stage 4,Stage 1,-0.18115396755919738,-0.018946464872969374,-25.734447,2.6771488
14,7,0.0021,0.0004,100.0,0.3795180722891587,0.4532374100719423,0.3772788656313288,1.0,0.5684380032206064,0.3333333333330301,0.1654850578838775,0.3095238095238102,0.6353944562899727,0.3235294117644116,0.2220559397254646,0.4086186994998115,0.5,0.5736434108527142,0.7384700359016847,4,1,Stage 4,Stage 1,-0.15127400522831777,-0.033512022995940485,-29.197563,3.8093512
14,8,-0.0022,-0.0001,100.0,0.3162650602409655,0.5393503379114932,0.3558406482106662,1.0,0.6119162640901692,0.3636363636360329,0.1522929193215461,0.3690476190476204,0.5628997867803918,0.3676470588234224,0.2026524925172879,0.470950365525205,0.5,0.5348837209302282,0.6890361778514205,4,1,Stage 4,Stage 1,-0.0651881413744993,-0.06350061125273573,-3.2543764,-19.689627
14,9,-0.0003,0.0005,100.0,0.424698795180717,0.3379114889906276,0.4510465901417966,1.0,0.6489533011272073,0.257575757575978,0.1778246432738086,0.2440476190476168,0.5628997867803918,0.2794117647058556,0.2180823614408069,0.4351673720661821,0.4166666666666714,0.379844961240309,0.4574703120684873,4,1,Stage 4,Stage 1,-0.06269368438084627,0.001683462264085507,1.6285424,19.326666
14,10,-0.0,-0.0003,100.0,0.430722891566262,0.332461303684326,0.5327481431465202,1.0,0.7713365539452468,0.3030303030300274,0.1795297496185952,0.1904761904761933,0.6780383795309177,0.3529411764702672,0.1989369387965709,0.3666794921123539,0.5,0.6201550387596875,0.6365644849489058,4,2,Stage 4,Stage 2,-0.22770710551508733,-0.02518394457707863,-23.38647,5.892922
14,11,0.0008,-0.0005,100.0,0.430722891566262,0.4591236102027451,0.3438555030384869,1.0,0.6086956521739069,0.2272727272729753,0.1909719106165326,0.3511904761904745,0.6460554371002161,0.3676470588234224,0.2081742181855688,0.3943824547903105,0.5,0.5271317829457338,0.4574703120684873,4,1,Stage 4,Stage 1,-0.0652745631409895,0.008526402018172168,1.6167638,6.4951706
14,12,0.0038,0.0004,100.0,0.3283132530120269,0.4754741661216499,0.4243754220121545,1.0,0.4347826086956416,0.3484848484849863,0.161356905680698,0.3809523809523831,0.6716417910447774,0.2794117647058556,0.1933120033027151,0.2970373220469469,0.5833333333333357,0.6124031007751931,0.4011322838994715,4,1,Stage 4,Stage 1,-0.021555261917992452,-0.03294718764999144,2.319451,-10.25297
14,13,0.003,-0.0004,100.0,0.463855421686759,0.3948114235884077,0.4637069547602976,1.0,0.6006441223832581,0.3939393939390356,0.1672799066678649,0.5654761904761898,0.6268656716417951,0.3088235294117112,0.2145216224584558,0.4455559830704132,0.5,0.4961240310077528,0.5745650372825182,0,4,Stage 0,Stage 4,0.06199115697490776,-0.04288635780942822,35.330124,-15.921577
14,14,0.0025,-0.0005,100.0,0.3584337349397515,0.3921953346413787,0.4086765698852126,1.0,0.5394524959742455,0.2727272727270247,0.1662029973974697,0.3452380952380949,0.6183368869936032,0.2647058823527004,0.2081742181855688,0.4113120430935026,0.3333333333333357,0.5271317829457338,0.5084230875448768,4,1,Stage 4,Stage 1,-0.11835094709075142,-0.03111695801378982,-13.865651,-37.35998
14,15,0.0008,0.0,100.0,0.4909638554216826,0.3392195334641386,0.4223497636731927,1.0,0.5684380032206064,0.2272727272729753,0.1701067935026472,0.4642857142857153,0.6268656716417951,0.4117647058819784,0.1786562080710112,0.3728357060407816,0.5,0.6279069767441854,0.6967688483844228,4,1,Stage 4,Stage 1,-0.09361114983855146,-0.06757278232797381,-15.051131,-19.088614
14,16,0.0021,-0.0003,100.0,0.3674698795180688,0.2840636581643778,0.3995611073598937,1.0,0.592592592592581,0.3333333333330301,0.1376649017320304,0.4107142857142847,0.6460554371002161,0.2794117647058556,0.2003818763546334,0.41439015005772,0.5833333333333357,0.6201550387596875,0.5903065451532754,4,1,Stage 4,Stage 1,-0.12299161868610098,-0.05861811680910503,-16.303003,-11.506053
14,17,-0.0022,-0.0005,100.0,0.4066265060240823,0.4940047961630753,0.2413909520594188,1.0,0.4943639291465302,0.3181818181819835,0.1294983397648792,0.422619047619051,0.5479744136460454,0.3235294117644116,0.2092579213541086,0.4794151596768046,0.5,0.6046511627906987,0.5408726871030112,4,1,Stage 4,Stage 1,-0.02034822084502963,-0.06199466854800649,6.203299,-5.723929
14,18,-0.0021,0.0002,100.0,0.4367469879518069,0.3590582079790749,0.4078325455773139,1.0,0.681159420289859,0.3030303030300274,0.1219599748721194,0.3690476190476204,0.6119402985074487,0.294117647058556,0.2037361956858276,0.3705271258176239,0.3333333333333357,0.4883720930232549,0.5835404584368931,4,1,Stage 4,Stage 1,-0.150603191707948,-0.07095608961768969,-29.244314,-22.385147
14,19,0.0025,-0.0,100.0,0.4006024096385374,0.4379768912143049,0.4127278865631325,1.0,0.6618357487922708,0.3181818181819835,0.1761644081486153,0.4583333333333321,0.5565031982942372,0.2794117647058556,0.20801940344721,0.4520969603693743,0.25,0.6124031007751931,0.4281966307649796,4,1,Stage 4,Stage 1,-0.06423735977618389,-0.039029574300958464,-17.578426,-34.94508
14,20,0.0001,-0.0002,100.0,0.4337349397590344,0.4087638979725341,0.4198176907494932,1.0,0.5458937198067702,0.3030303030300274,0.1726195818002338,0.3571428571428612,0.5863539445629158,0.2794117647058556,0.1747858396119355,0.2658714890342466,0.4166666666666714,0.6434108527131777,0.5523336095001383,4,1,Stage 4,Stage 1,-0.13522584110994168,-0.05881928484698145,-10.262511,-2.9487355
14,21,-0.0014,-0.0003,100.0,0.3313253012047994,0.3082624809243555,0.5931802835921687,1.0,0.755233494363921,0.3333333333330301,0.1503185856591571,0.4166666666666643,0.6993603411513902,0.3529411764702672,0.1701930023738285,0.3855328972681846,0.4166666666666714,0.6744186046511587,0.7246616956641816,4,2,Stage 4,Stage 2,-0.219930863820684,-0.09308580623911453,-45.053192,-40.011776
14,22,0.0001,-0.0005,100.0,0.2469879518072275,0.3950294310006583,0.394834571235652,1.0,0.5169082125603808,0.3181818181819835,0.1845553262137684,0.3392857142857153,0.5181236673773952,0.3529411764702672,0.1960986685932511,0.3593689880723403,0.5,0.4418604651162781,0.694973764153552,4,1,Stage 4,Stage 1,-0.0938966545257571,-0.06576990747064113,-9.821135,-23.803007
14,23,-0.0002,0.0001,100.0,0.5180722891566063,0.5240898190538488,0.4571235651586747,1.0,0.526570048309182,0.3030303030300274,0.1857668491429578,0.4642857142857153,0.6162046908315659,0.294117647058556,0.198833728970996,0.5198153135821499,0.3333333333333357,0.4883720930232549,0.4823253244959957,0,1,Stage 0,Stage 1,0.08732279616106975,-0.012610722309194071,26.634157,9.199016
14,24,-0.0018,0.0003,100.0,0.4277108433734895,0.4022236756049722,0.5156988521269419,1.0,0.6151368760064315,0.2727272727270247,0.1926770169613192,0.3869047619047627,0.6353944562899727,0.3088235294117112,0.1980596552791809,0.3936129280492508,0.5,0.6046511627906987,0.4714167357083667,4,1,Stage 4,Stage 1,-0.03910111716969722,-0.001784042251425394,-4.73671,-3.0844505
14,25,-0.0006,-0.0001,100.0,0.3162650602409655,0.3895792456943567,0.467927076299798,1.0,0.5716586151368688,0.2424242424240219,0.1672350354482645,0.3511904761904745,0.4541577825160061,0.2647058823527004,0.1826813912684457,0.4155444401692989,0.5,0.5426356589147296,0.570698702016017,4,1,Stage 4,Stage 1,-0.05234435205662155,-0.038081339844700406,-10.084795,-15.9752
14,26,0.0011,0.0004,100.0,0.4608433734939865,0.4303466317854827,0.4184672518568533,1.0,0.681159420289859,0.2727272727270247,0.1546710939603386,0.3690476190476204,0.6545842217483937,0.3823529411761228,0.1979048405408221,0.5398230088495595,0.3333333333333357,0.5348837209302282,0.4971002485501259,4,1,Stage 4,Stage 1,-0.06015324375216741,-0.04543751112074013,1.0317045,-6.725822
14,27,0.0003,0.0002,100.0,0.4216867469879446,0.2685851318944827,0.4144159351789334,1.0,0.5829307568438082,0.3181818181819835,0.1774208022974122,0.3869047619047627,0.5756929637526582,0.4117647058819784,0.2165858189699676,0.4463255098114658,0.3333333333333357,0.5658914728682127,0.6408450704225359,4,1,Stage 4,Stage 1,-0.11108912908733032,-0.08801125988657311,-22.239489,-33.72186
14,28,0.0,-0.0001,100.0,0.602409638554235,0.4530194026596916,0.4522282241728561,1.0,0.6731078904991961,0.3333333333330301,0.1601005115319012,0.3511904761904745,0.6759061833688804,0.3382352941175668,0.2383114872535827,0.3913043478260931,0.25,0.4418604651162781,0.5883733775200213,4,1,Stage 4,Stage 1,-0.07275176001932881,-0.026167072567473346,0.63392216,15.113864
14,29,0.002,-0.0002,100.0,0.5150602409638338,0.2677131022454802,0.4022619851451701,1.0,0.5716586151368688,0.2878787878789808,0.1629273983666905,0.3392857142857153,0.5330490405117416,0.4264705882351336,0.1931571885643492,0.3266641015775349,0.5,0.651162790697672,0.7234189450428019,4,1,Stage 4,Stage 1,-0.13539617812866916,-0.10044763587221067,-15.4715395,-18.28482
14,30,0.0013,-0.0002,100.0,0.5722891566265105,0.3980815347721815,0.5248143146522608,1.0,0.5555555555555429,0.2878787878789808,0.1605492237279051,0.3928571428571423,0.7164179104477455,0.3088235294117112,0.2111156982144706,0.2558676414005418,0.4166666666666714,0.5271317829457338,0.5244407622203795,4,1,Stage 4,Stage 1,-0.05594483337429995,-0.022463353362092868,1.5109007,0.59473115
14,31,0.0011,-0.0003,100.0,0.4879518072289386,0.4815783736647105,0.1544564483457122,1.0,0.5684380032206064,0.3030303030300274,0.1762990218074165,0.4345238095238102,0.6353944562899727,0.3382352941175668,0.2157601403653615,0.4432474028472484,0.3333333333333357,0.7364341085271313,0.618613642640149,4,2,Stage 4,Stage 2,-0.18423859041679724,-0.04405346955186827,-1.9179391,-14.268863
14,32,0.0043,-0.0003,100.0,0.3433734939759176,0.4091999127970354,0.4642133693450354,1.0,0.4830917874396192,0.3181818181819835,0.1824463788925783,0.4166666666666643,0.6823027718550065,0.3676470588234224,0.2032201465579532,0.470950365525205,0.3333333333333357,0.5038759689922472,0.7473073736536904,4,1,Stage 4,Stage 1,-0.0961617666715345,-0.066082834206715,-11.915093,-29.867523
14,33,-0.0003,0.0001,100.0,0.3855421686747036,0.3172007848266887,0.5202565833895996,1.0,0.6763285024154584,0.3030303030300274,0.1709144754554401,0.3214285714285729,0.6481876332622676,0.3676470588234224,0.2147280421096127,0.4140053866871866,0.5833333333333357,0.5193798449612395,0.4879867439933676,4,1,Stage 4,Stage 1,-0.053365771866030254,-0.01945349232988173,-1.7243657,4.1359696
14,34,-0.0017,0.0002,100.0,0.424698795180717,0.4750381512971486,0.4329844699527356,1.0,0.6215780998389704,0.2424242424240219,0.1783182266893987,0.4404761904761933,0.6417910447761273,0.2794117647058556,0.192589534523691,0.4040015390534819,0.5,0.5658914728682127,0.6060480530240255,4,1,Stage 4,Stage 1,-0.07505041156998396,0.0034846308930900766,0.34314644,4.1900954
14,35,0.0015,-0.0002,100.0,0.5090361445783174,0.6178330063222219,0.4503713706954784,1.0,0.6231884057971087,0.3484848484849863,0.1784079691285995,0.3571428571428612,0.5714285714285694,0.25,0.1855196614717726,0.4905732974220882,0.5833333333333357,0.5271317829457338,0.5716652858326441,0,1,Stage 0,Stage 1,0.06801967276888943,0.012621842072566461,23.32775,-6.9346924
14,36,-0.0,0.0003,100.0,0.4909638554216826,0.4743841290603896,0.3563470627954075,1.0,0.5700483091787447,0.2727272727270247,0.1495557749259575,0.4642857142857153,0.7249466950959516,0.3529411764702672,0.2178759417896572,0.5613697575990813,0.4166666666666714,0.6046511627906987,0.5735984534658911,4,1,Stage 4,Stage 1,-0.03946872897708931,-0.022313834133577917,2.409095,-7.8180146
14,37,0.0042,-0.0003,100.0,0.4367469879518069,0.3887072160453471,0.3652937204591495,1.0,0.6618357487922708,0.2272727272729753,0.1690298842322519,0.3630952380952408,0.5820895522387985,0.3088235294117112,0.1927443492620497,0.482493266641022,0.5,0.4341085271317837,0.4831538249102465,4,1,Stage 4,Stage 1,-0.034125287782246494,-0.005540565443597635,-3.3807383,12.499365
14,38,-0.003,0.0001,100.0,0.4216867469879446,0.3830390233267948,0.4478392977717753,1.0,0.573268921095007,0.3181818181819835,0.1212869065781205,0.5,0.6119402985074487,0.2794117647058556,0.2251522344927252,0.5001923816852667,0.3333333333333357,0.3178294573643363,0.7042253521126725,4,1,Stage 4,Stage 1,-0.0069691505647918595,-0.06085377682654022,28.874126,-23.122183
14,39,-0.0013,0.0,100.0,0.4849397590361661,0.4323086984957527,0.5400067521944649,1.0,0.5249597423510437,0.2272727272729753,0.1809656286457865,0.3392857142857153,0.63965884861409,0.2058823529409892,0.2286613685622853,0.436321662177761,0.4166666666666714,0.4728682170542626,0.5283070974868807,4,1,Stage 4,Stage 1,-0.016621488727517564,0.042251730319330605,7.014148,17.367527
14,40,0.0027,-0.0001,100.0,0.4789156626505928,0.3797689121430139,0.4069885212694117,1.0,0.4798711755233569,0.3333333333330301,0.1659786412994677,0.3392857142857153,0.6055437100213226,0.3235294117644116,0.2028073072556466,0.4821085032704957,0.5,0.5813953488372086,0.5059375863021245,4,1,Stage 4,Stage 1,0.005788697936752796,-0.04651564221541529,9.230464,-8.026279
14,41,0.0012,0.0004,100.0,0.457831325301214,0.3551340745585349,0.4193112761647519,1.0,0.6231884057971087,0.3333333333330301,0.1776900296150074,0.4940476190476204,0.6780383795309177,0.397058823529278,0.1875838579832773,0.4717198922662575,0.4166666666666714,0.348837209302328,0.4331676332504841,0,1,Stage 0,Stage 1,0.06322921800706754,-0.05481995875704201,15.70185,-31.82747
